"","Label_0","Label_1","Label_2","Label_3","Label_4","Label_5","Label_6","Label_7","Label_8","Label_9","Label_10","Label_11","Label_12","Label_13","Label_14","Label_15","Label_16","Label_17","Label_18","Label_19","Label_20","Label_21","Label_22","Label_23","Label_24","Label_25","Label_26","Label_27","Label_28","Label_29","Label_30","Label_31","Label_32","Label_33","Label_34","Label_35","Label_36","Label_37","Label_38","Label_39","Label_40","Label_41","Label_42","Label_43","Label_44","Label_45","Label_46","Label_47","Label_48","Label_49","Label_50","TotalHeart"
"Male_ABOU_K1837-1-e15.5_Heart51",20396896,14470,8261,5584,12801,4732,5623,6397,10051,5366,70415,36451,23198,9639,660,755,1942,4191,2960,2313,1057,1165,1217,3775,2413,541,1460,1337,1755,1741,11629,10750,7628,7873,2957,2883,21611,20108,5517,5005,12141,11043,23786,4945,6148,30117,15861,44479,16020,158,176,5607
"Male_ABQL_K1756-53-e15.5_Heart51",20321232,17164,9424,6844,15500,5098,5738,8449,13462,5362,81921,41695,24793,13194,788,766,2168,5258,3362,2431,1453,1531,1336,2803,3491,924,1229,1013,1937,1855,13205,12839,8689,8570,3236,3090,22671,23548,6546,6754,12648,11898,26870,6167,7139,31812,19883,57474,14486,136,118,6047
"Male_ABSY_K1755-13-e15.5_Heart51",20411812,12941,6531,5157,10145,4104,4448,6204,9193,3310,72147,40032,23183,10263,563,601,1843,4218,2492,2348,957,1021,1318,3390,2430,472,1300,1485,1748,1605,11418,10409,8365,8298,3269,2854,20758,17850,6135,5723,12635,11239,24495,4611,5761,28264,16055,39833,14678,59,31,4930
"undeterminedSex_AAMN_N305-10-e15.5_Heart51",20465264,10780,5354,3689,8781,3052,3838,4168,8342,3636,50566,27986,17080,7609,594,550,1369,3586,2556,1740,828,802,903,5871,2396,633,1261,986,2065,1634,9974,9436,6718,6846,2844,2653,20956,16681,6103,5203,12364,11314,21194,5967,5998,36224,17347,45049,8801,290,120,4706
"undeterminedSex_AAMN_N305-15-e15.5_Heart51",20394768,12514,7070,5319,11962,4260,4531,5428,9611,5114,68200,41457,20918,9840,682,666,1576,4363,2991,2013,887,910,1030,4141,2598,703,1426,1340,1734,1693,11083,10171,6720,6907,2875,2682,19115,18714,6031,5995,13498,12022,23335,6197,6847,33637,17463,56915,9707,181,160,5345
"undeterminedSex_AAPN_K1026-14-e15.5_Heart51",20400746,13027,6599,4083,11358,4787,4805,5142,9981,4766,68176,47037,22818,8246,694,628,1772,4417,2588,2304,983,801,1356,4555,2781,507,1740,1706,1651,1504,10742,9824,7384,7450,2710,2563,18771,18357,5884,5313,13351,11908,23512,5310,6378,31704,16458,49922,10611,135,155,5182
"undeterminedSex_AAPN_K1026-3-e15.5_Heart51",20392168,13042,7336,5246,10952,4539,5010,5969,9877,4872,76500,43831,24104,10302,862,774,1883,4021,2967,2223,1073,1049,1424,4423,2600,472,1734,1754,1731,1532,11388,10520,7909,7995,2719,2595,20699,18309,5746,5594,13472,11866,22873,4738,5691,29258,15612,42133,16417,171,26,5387
"undeterminedSex_AAPQ_K1076-4-e15.5_Heart51",20402232,14039,8113,4908,10686,4306,4911,4129,10696,7189,70056,43081,20423,10641,674,535,1796,4178,3092,1815,794,958,1348,7394,2936,726,2268,1666,1781,1570,10796,11025,7368,7433,2773,2552,16816,19747,5794,5607,13147,12773,21948,5841,5250,32364,15758,43937,9957,115,59,5081
"undeterminedSex_AATQ_K112-28-e15.5_Heart51",20497844,12985,6461,4926,9687,4261,4692,5328,8560,3637,45604,28086,13580,8044,544,448,1592,3865,3163,2219,953,987,1235,3409,2169,444,1225,1107,1350,1301,9531,8952,6604,6865,2244,2219,14015,16871,4946,4467,9168,8874,20052,4617,4778,25631,14944,41727,13106,317,367,6066
"undeterminedSex_AATQ_K112-29-e15.5_Heart51",20345592,16846,9619,6279,13830,5454,6793,7130,12212,7199,65538,35644,22798,10930,614,609,2070,5079,3657,2596,1280,1422,890,2975,3049,1089,1096,951,2095,1903,13279,12890,8478,8372,3397,3235,24132,24408,7251,7502,12777,12251,25618,6506,6397,36647,20805,54860,13545,179,231,6663
"undeterminedSex_AATQ_K113-11-e15.5_Heart51",20431692,12273,6842,4634,10748,3949,5146,5351,9639,4582,59145,34902,19458,6662,598,519,1645,3544,2612,1824,1090,1108,1127,3776,2470,583,1404,1299,1807,1699,10430,10025,6964,6916,2812,2552,20670,20876,5475,5198,11221,11036,22696,5291,6443,32113,17150,49172,10606,166,60,4662
"undeterminedSex_AATQ_K113-8-e15.5_Heart51",20441536,12914,6621,4536,10749,4246,4422,4889,9087,4055,53911,31788,16169,9495,530,465,1707,4026,2519,2008,1081,1119,1241,3978,2440,638,1503,1353,1675,1645,10836,10307,7265,7686,2674,2555,19251,20116,5627,5361,11389,10597,23314,5364,5710,31144,17507,49843,10944,94,71,4692
"undeterminedSex_AAWB_K269-40-e15.5_Heart51",20358208,15389,7744,5621,12163,4702,6356,7211,11327,6349,73837,46547,26431,10598,728,672,1970,4781,2511,2114,1064,1135,1441,4046,2740,652,1467,1381,1805,1594,12470,11367,7802,7600,3041,2924,19637,22303,6238,5830,12420,11284,24418,5902,6148,32924,17988,51656,15280,106,79,4810
"undeterminedSex_AAWB_K346-40-e15.5_Heart51",20379620,12458,6846,4828,10302,3539,4596,4585,9546,7518,73625,41920,24923,11337,714,695,1671,3799,2292,2131,1021,1106,1046,9663,2788,649,1624,2217,1943,1733,10715,10725,7091,7397,2860,2646,21808,20271,6643,5786,14625,12550,21991,5683,6371,33282,17232,51293,10150,91,55,4569
"undeterminedSex_AAWC_K245-15-e15.5_Heart51",20449108,10890,6401,4472,10655,3802,4489,5210,9280,5939,56239,37413,20413,8992,568,513,1707,3834,2800,1748,935,957,1206,3596,2427,477,1143,1245,1690,1601,11014,9895,7386,7511,2766,2569,18890,17289,5468,5259,11144,10417,21836,4523,5788,27520,15728,40838,14215,172,23,4743
"undeterminedSex_AAWC_K245-21-e15.5_Heart51",20410076,13187,7062,5152,11580,4531,6178,5175,10455,6730,66632,38054,22704,9125,683,588,1899,4296,2776,1931,1053,1255,1442,3545,2755,508,1625,1234,1629,1573,11875,11135,7879,7898,3079,2845,18348,21009,5791,5216,11568,10320,23124,5548,5218,29043,16446,40903,17110,118,94,4919
"undeterminedSex_AAWF_K371-9-e15.5_Heart51",20411772,11321,5926,4643,9752,3878,5043,5984,8745,4202,68265,39516,28563,11620,682,682,1662,3887,2581,1823,864,955,1279,4007,2452,530,1282,1312,1582,1571,11313,10408,7668,7587,2769,2684,19893,18026,5910,5565,12407,11408,22092,5014,5871,30323,16210,41015,17143,226,86,4716
"undeterminedSex_ABGF_K1122-11-e15.5_Heart51",20354724,15413,9328,5929,13145,5678,6075,7717,11343,3320,71912,41453,25757,14218,677,702,1946,4601,2773,2308,1273,1319,1382,3811,2589,636,1408,1306,1876,1894,12150,11528,8131,8339,3015,2863,23497,22561,6602,6259,13274,12240,25181,5674,6392,32719,17578,51459,13808,173,45,5299
"undeterminedSex_ABHW_K1303-7-e15.5_Heart51",20386530,14611,7605,4488,10690,4254,5557,5932,9904,4530,79083,44081,25545,12472,801,748,1847,4310,2816,2170,899,1069,1245,2809,2275,439,1445,1356,1637,1576,12480,11044,7746,7841,2865,2704,20594,17848,5446,5538,12287,11199,24491,4892,6069,28817,15979,43897,15322,114,103,5203
"undeterminedSex_ABJM_K1365-25-e15.5_Heart51",20453264,10432,6642,4853,9857,3606,4563,5475,8468,3627,60473,35362,20422,8326,612,554,1694,3964,2607,2186,917,938,1240,3858,2695,477,1472,1504,1680,1517,10822,9976,7072,7091,2673,2443,18138,16814,5077,4902,12034,10741,21258,4889,5863,29138,15355,35926,16143,151,209,5153
