"","Structure","Label","Organ_Masks","LabelValue","Mean","Min","Max","Variance","Count","Volume","Mass","x","y","z","t"
"36","external",0,0,0,13.9490590573993,0,203,498.881122396504,20396462,20396462,0,0,0,0,NA
"43","left lung",1,1,1,124.019127119758,38,157,340.633499901936,15214,15214,1886827,-123.265150519259,-155.859537268306,176.920730905745,NA
"45","right lung: cranial lobe",2,2,2,130.048094001913,38,181,678.471859922292,7319,7319,951822,-83.8744363984151,-156.261374504714,189.683426697636,NA
"42","right lung: middle lobe",3,2,3,123.404608788853,40,175,539.205746130649,5598,5598,690819,-80.7216863165416,-140.405323329761,184.394426580922,NA
"10","right lung: caudal lobe",4,2,4,130.687024335244,32,184,702.263153360336,10643,10643,1390902,-85.9717185004228,-157.317109837452,167.979235178051,NA
"40","right lung: accessory lobe",5,2,5,117.133181126332,41,150,381.170461124942,5256,5256,615652,-109.103881278539,-145.942351598174,174.899543378995,NA
"29","left kidney",6,3,6,114.011019765611,42,147,190.333853351079,5717,5717,651801,-111.058247332517,-135.555885954172,114.514780479272,NA
"34","right kidney",7,4,7,119.259985207101,61,175,382.060747327319,5408,5408,644958,-83.4983357988166,-138.508321005917,116.786057692308,NA
"24","stomach wall",8,5,8,113.713027663444,52,179,363.724646461326,10447,10447,1187960,-123.197568680004,-136.088733607734,129.773906384608,NA
"49","stomach lumen",9,5,9,51.4319526627219,29,114,136.952855330172,5070,5070,260760,-125.101183431953,-133.967061143984,128.755226824458,NA
"39","medial lobe of liver",10,6,10,175.491658182535,46,255,724.173280495866,60898,60898,10687091,-95.7702880225952,-120.338796019574,158.967240303458,NA
"26","left lobe of liver ",11,6,11,175.271940064096,45,223,507.218622802418,47117,47117,8258288,-125.095358363223,-130.454825222319,145.879533926184,NA
"31","right lobe of liver",12,6,12,184.240001698225,49,252,1162.04620517131,23554,23554,4339589,-77.1981828988707,-139.614757578331,138.623673261442,NA
"3","caudate lobe of liver",13,6,13,146.584648353789,68,207,410.13764642772,10266,10266,1504838,-93.9237288135593,-134.335086693941,134.428988895383,NA
"38","left adrenal",14,7,14,151.259210526316,82,210,689.707424935857,760,760,114957,-110.932894736842,-150.059210526316,124.093421052632,NA
