"","Structure","Label","Organ_Masks","LabelValue","Mean","Min","Max","Variance","Count","Volume","Mass","x","y","z","t"
"36","external",0,0,0,3038.24563829765,0,57736.5,30342945.917427,20392078,20392078,0,0,0,0,NA
"20","left lung",1,1,1,28572.4193309749,13424.7109375,37307.54296875,21063989.6104531,13775,13775,393585076.28418,-79.9425045372051,-74.5041016333938,176.760508166969,NA
"19","right lung: cranial lobe",2,2,2,27126.0441959017,13486.638671875,35319.01953125,10873983.3844356,8102,8102,219775210.075195,-119.708590471489,-74.7088373241175,187.182177240188,NA
"51","right lung: middle lobe",3,2,3,25925.8390196053,11639.029296875,31732.322265625,9551201.96829575,5382,5382,139532865.603516,-124.67502787068,-88.6445559271646,179.40635451505,NA
"21","right lung: caudal lobe",4,2,4,26789.573453568,14175.341796875,32906.19140625,8461958.35064323,12751,12751,341593851.106445,-116.722139440044,-72.1586542231982,164.706611246177,NA
"11","right lung: accessory lobe",5,2,5,24768.2085026312,12547.85546875,30559.775390625,11191618.6304052,5303,5303,131345809.689453,-93.3748821421837,-84.0758061474637,173.042617386385,NA
"40","left kidney",6,3,6,23762.6993443105,13893.42578125,34158.171875,8776497.56623,5561,5561,132144371.053711,-82.8401366660673,-89.0325481028592,110.558532638015,NA
"7","right kidney",7,4,7,23970.0364203882,15083.6884765625,32987.9765625,7496051.9505833,6374,6374,152785012.143555,-112.300596171949,-86.8751176655162,109.960935048635,NA
"46","stomach wall",8,5,8,25355.2601674352,14317.8056640625,42168.8515625,12728084.4244921,10023,10023,254135772.658203,-74.9644816921082,-88.4252219894243,130.246333433104,NA
"14","stomach lumen",9,5,9,13029.2627146793,8116.8095703125,24278.873046875,6619131.15012497,5345,5345,69641409.2099609,-71.8647333956969,-88.9088868101029,128.851637043966,NA
"16","medial lobe of liver",10,6,10,41510.3389263917,11772.9951171875,58736.22265625,48503863.4936952,71670,71670,2975045990.85449,-105.097948932608,-108.866108553091,154.991195758337,NA
"18","left lobe of liver ",11,6,11,42298.0367695304,10711.1220703125,59661.484375,74311083.9871023,36066,36066,1525520994.12988,-77.2011035324128,-98.7761049187601,143.589918482782,NA
"17","right lobe of liver",12,6,12,42177.5968973966,13169.3642578125,54923.8515625,53263099.9247893,23101,23101,974344665.926758,-120.343145318384,-84.8652439288342,134.281979135102,NA
"1","caudate lobe of liver",13,6,13,35493.9185250814,13736.74609375,48189.890625,35885070.1573556,9823,9823,348656761.671875,-106.02056398249,-93.1421154433473,128.521836506159,NA
"9","left adrenal",14,7,14,33149.2046215121,19476.275390625,44401.515625,28290782.1612075,663,663,21977922.6640625,-86.974358974359,-77.131221719457,122.763197586727,NA
"48","right adrenal",15,8,15,32458.1451042529,13680.3544921875,41901.4375,34869077.3931548,755,755,24505899.5537109,-107.645033112583,-75.4450331125828,121.988079470199,NA
"29","rectum/hindgut",16,9,16,25074.1708390995,18035.99609375,34682.96484375,8562431.94845866,1942,1942,48694039.7695312,-97.8522142121524,-128.813079299691,94.1194644696189,NA
"10","bladder",17,10,17,23695.5690403803,9309.923828125,34480.4765625,21651510.7737261,4150,4150,98336611.5175781,-99.0698795180723,-127.130843373494,116.096385542169,NA
"12","heart: left ventricle",18,11,18,29630.4816959745,21522.326171875,39578.54296875,5270593.98500825,5653,5653,167501113.027344,-91.9531222359809,-104.382098001061,187.833716610649,NA
"32","heart: right ventricle",19,11,19,29649.748373586,23167.16796875,38540.57421875,5044072.01538549,4376,4376,129747298.882812,-103.957723948812,-105.826782449726,189.582038391225,NA
"30","left thymic rudiment",20,12,20,28176.3025692517,20338.541015625,32178.041015625,8637571.18411949,1171,1171,32994450.3085938,-95.9931682322801,-89.3441502988898,212.754056362084,NA
"33","right thymic rudiment",21,13,21,28090.7314641227,19440.59375,32423.4609375,9211173.13293594,1246,1246,35001051.4042969,-106.270465489567,-91.5553772070626,212.797752808989,NA
"3","brain: third ventricle",22,14,22,18657.2663566161,12787.962890625,26779.70703125,7415028.78749998,1212,1212,22612606.8242188,-103.700495049505,-125.042079207921,284.024752475248,NA
"15","brain: mesencephalic vesicle",23,14,23,12915.2125246405,8393.080078125,22239.255859375,8424170.42005184,3773,3773,48729096.8554688,-100.500397561622,-86.9170421415319,307.357275377684,NA
"45","brain: fourth ventricle",24,14,24,16373.1082498035,9544.322265625,24778.228515625,9883118.95800085,2385,2385,39049863.1757812,-99.1815513626834,-80.8067085953878,282.612997903564,NA
"8","brain: cerebral aqueduct",25,14,25,18890.9080478859,10747.0185546875,23647.59375,7574648.10573414,541,541,10219981.2539062,-100.846580406654,-84.4695009242144,293.264325323475,NA
"35","brain: left lateral ventricle",26,14,26,23911.2931041613,12724.7119140625,33523.5546875,20690781.2298956,1464,1464,35006133.1044922,-91.823087431694,-137.753415300546,299.021857923497,NA
"25","brain: right lateral ventricle",27,14,27,23363.4966851374,13951.2900390625,32172.650390625,13794348.7220933,1326,1326,30979996.6044922,-119.522624434389,-134.385369532428,298.202111613876,NA
"23","brain: right olfactory bulb",28,14,28,22883.7159563178,15628.1923828125,30576.451171875,6568594.23273517,1752,1752,40092270.3554688,-116.162671232877,-158.648401826484,280.892694063927,NA
"37","brain: left olfacotory bulb",29,14,29,23070.7230679656,15390.4892578125,30912.5234375,7144052.15512267,1741,1741,40166128.8613281,-96.8449167145319,-159.807007466973,281.327972429638,NA
"26","brain: right thalamus ",30,14,30,24681.3296589013,16710.50390625,37929.109375,6285067.2519077,11610,11610,286550237.339844,-111.630577088717,-120.886649440138,297.023514211886,NA
"27","brain: left thalamus",31,14,31,25097.0960451034,17538.28125,40553.56640625,6147065.31140299,10760,10760,270044753.445312,-95.5944237918216,-121.900185873606,297.324256505576,NA
"22","brain: right hypothamalus ",32,14,32,22603.8766520544,14763.9609375,29547.3359375,3977407.25204892,7642,7642,172738825.375,-111.618555352002,-120.785396493065,276.702433917823,NA
"44","brain: left hypothalmus",33,14,33,22845.2748245451,15178.5341796875,31172.271484375,3352703.59967497,7839,7839,179084109.349609,-95.3316749585406,-122.345834927924,277.206786579921,NA
"39","brain: right septal area",34,14,34,22351.7526932357,13584.9677734375,30061.166015625,5416288.32993728,2953,2953,66004725.703125,-110.284795123603,-143.316965797494,282.170335252286,NA
"41","brain: left septal area",35,14,35,22527.5161576396,16085.62109375,29423.087890625,5514966.29606599,2873,2873,64721553.9208984,-100.211973546815,-143.90358510268,282.624086320919,NA
"6","brain: left neopallial cortex abd amygdala",36,14,36,24065.489653579,16610.00390625,32310.892578125,6586872.78796977,21539,21539,518346581.648438,-127.470031106365,-130.71270718232,296.126607549097,NA
"47","brain: right neopallial cortex and amygdala",37,14,37,24706.4726279015,15982.150390625,32092.400390625,7495307.05393988,20049,20049,495340069.716797,-82.5487555489052,-133.006833258517,296.398673250536,NA
"13","brain: right striatum (caudate-putamen, globus pallidus)",38,14,38,26278.8015696642,20094.02734375,34217.8671875,9336738.91809929,5507,5507,144717360.244141,-127.122571272925,-133.515707281642,287.625567459597,NA
"42","brain: left striatum  (caudate-putamen, globus pallidus)",39,14,39,27315.4838908252,20913.3046875,35380.09765625,8580680.07161481,4994,4994,136413526.550781,-82.436924309171,-136.587304765719,288.408890668803,NA
"38","brain: right ventricular zone, hippocampus, medial ganglionic eminence, lateral ganglionic ",40,14,40,32109.5070055857,22194.818359375,41727.75,9385338.75988752,12146,12146,390002072.089844,-120.521982545694,-134.987320928701,300.231516548658,NA
"24","brain: left ventricular zone, hippocampus, medial ganglionic eminence, lateral ganglionic ",41,14,41,32756.436584881,22917.125,43046.21484375,9816461.47143363,11062,11062,362351701.501953,-89.7631531368649,-136.746067618875,300.554510938348,NA
"2","pons",42,15,42,23520.9465926549,16256.59765625,31488.408203125,3958238.34038744,23707,23707,557611080.87207,-101.037415109461,-95.1988442232252,280.476779010419,NA
"50","left cerebellar primordium ",43,16,43,24113.4631001708,18768.470703125,35892.3046875,4084815.33749429,4940,4940,119120507.714844,-85.5070850202429,-83.7526315789474,285.911943319838,NA
"49","right cerebellar primordium",44,17,44,22344.2080147078,16057.822265625,34924.62109375,7359596.12072808,6090,6090,136076226.80957,-116.197536945813,-82.0047619047619,285.518883415435,NA
"28","midbrain",45,18,45,22958.0213851422,13474.6845703125,39690.7265625,3053898.35875519,30104,30104,691128275.77832,-102.134234653202,-94.4136659580122,308.800724156258,NA
"43","medulla oblongata",46,19,46,23493.3393114184,16008.9365234375,30899.236328125,6873506.95453849,15718,15718,369268307.296875,-100.078954065403,-73.7087415701743,270.6593714213,NA
"34","spinal cord",47,20,47,25438.2394941784,13305.595703125,39531.125,14205625.7860236,44245,44245,1125514906.41992,-98.6905865069499,-62.9823256865183,183.106543112216,NA
